description,manufacturer,model,payment,price,release_year,body,color,doors,drive,engine_volume,fuel,seats,transmission,title,user_id
Etiam justo.,Volkswagen,Phaeton,DAILY,12694,2006,HATCHBACK,SILVER,4,FRONT,2.5,GAS,6,AT,Nunc purus.,6
"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",BMW,Z4 M Roadster,DAILY,9490,2009,CONVERTIBLE,BROWN,3,ALL,1.4,PETROL,6,AMT,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",18
"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Volvo,C70,DAILY,11644,2003,PICKUP,BROWN,3,ALL,1.9,PETROL,5,AT,Sed vel enim sit amet nunc viverra dapibus.,3
Cras pellentesque volutpat dui.,Oldsmobile,Bravada,DAILY,18289,1996,PICKUP,BROWN,3,FRONT,1.6,PETROL,4,AT,Praesent blandit.,16
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Jeep,Wrangler,HOUR,13174,2008,SEDAN,GOLD,4,ALL,3.0,DIESEL,5,AMT,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",9
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Mercury,Topaz,DAILY,8795,1989,PICKUP,GOLD,4,ALL,1.9,PETROL,5,MT,Aliquam erat volutpat.,2
"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Subaru,Justy,DAILY,20568,1993,HATCHBACK,YELLOW,3,FRONT,3.2,DIESEL,3,MT,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8
Nulla nisl. Nunc nisl.,Toyota,Corolla,DAILY,24571,2004,HATCHBACK,ORANGE,2,ALL,1.7,ELECTRIC,2,AMT,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2
"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Hyundai,Tiburon,HOUR,10220,2006,CONVERTIBLE,BLACK,2,FRONT,1.3,ELECTRIC,3,AMT,Aliquam erat volutpat.,13
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Lexus,LS,HOUR,7045,2003,CONVERTIBLE,PURPLE,4,FRONT,3.9,PETROL,4,AMT,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",7
"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",Audi,A3,DAILY,6027,2008,SEDAN,TAN,4,ALL,1.3,PETROL,3,CVT,In eleifend quam a odio.,4
Ut at dolor quis odio consequat varius. Integer ac leo.,Mazda,Protege,DAILY,14299,2000,HATCHBACK,BLACK,3,FRONT,2.8,GAS,2,CVT,Nullam molestie nibh in lectus.,20
Maecenas tincidunt lacus at velit.,Kia,Rondo,DAILY,17786,2008,JEEP,YELLOW,2,ALL,1.7,PETROL,3,AT,Nullam sit amet turpis elementum ligula vehicula consequat.,13
Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Honda,Prelude,DAILY,8943,1998,COUPE,YELLOW,2,FRONT,2.3,GAS,2,AMT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,11
"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Mazda,MX-6,DAILY,18012,1997,JEEP,TAN,2,ALL,2.4,GAS,3,AT,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",13
"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",GMC,Yukon XL 1500,HOUR,12059,2009,JEEP,PURPLE,3,ALL,3.0,GAS,6,CVT,Nulla tellus.,20
"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Jeep,Grand Cherokee,HOUR,12494,2001,HATCHBACK,WHITE,2,BACK,3.5,DIESEL,3,AT,In quis justo.,8
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Suzuki,Sidekick,DAILY,12407,1993,WAGON,BLACK,2,BACK,1.8,GAS,4,AMT,Duis ac nibh.,7
In hac habitasse platea dictumst.,Dodge,Ram Van B350,HOUR,12661,1992,WAGON,BROWN,4,BACK,1.7,ELECTRIC,4,AT,Nulla suscipit ligula in lacus.,6
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",Lexus,GS,DAILY,17944,1998,SEDAN,BLUE,3,FRONT,2.0,GAS,2,AMT,Donec semper sapien a libero.,7
"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Ford,F250,DAILY,24324,2004,VAN,GOLD,2,ALL,2.2,DIESEL,2,AT,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",20
Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,Nissan,Sentra,DAILY,20986,1993,SEDAN,BLUE,4,ALL,3.5,PETROL,3,AT,Curabitur at ipsum ac tellus semper interdum.,1
Morbi ut odio.,GMC,Sonoma,HOUR,5534,2004,SEDAN,BLUE,2,ALL,3.5,GAS,2,AT,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",8
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Bentley,Continental,HOUR,17879,2005,COUPE,PURPLE,4,BACK,2.4,ELECTRIC,4,CVT,Nunc rhoncus dui vel sem.,10
Suspendisse ornare consequat lectus.,BMW,M5,HOUR,19565,2009,COUPE,SILVER,3,FRONT,3.8,DIESEL,6,CVT,Maecenas tincidunt lacus at velit.,9
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,Bentley,Continental,HOUR,23371,2005,WAGON,BROWN,4,ALL,3.9,PETROL,6,AMT,Morbi non lectus.,8
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Nissan,300ZX,HOUR,14991,1992,VAN,BLACK,4,ALL,1.1,DIESEL,4,AT,Duis aliquam convallis nunc.,14
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Toyota,Corolla,DAILY,6388,1999,COUPE,BROWN,3,ALL,3.3,DIESEL,2,AT,Nunc nisl.,10
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Saturn,Ion,HOUR,14971,2005,VAN,WHITE,2,FRONT,3.5,GAS,4,MT,Morbi porttitor lorem id ligula.,10
Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Lexus,ES,HOUR,16169,1993,PICKUP,GRAY,2,ALL,3.1,PETROL,4,CVT,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",14
Morbi vel lectus in quam fringilla rhoncus.,Volkswagen,Cabriolet,DAILY,20712,1999,SUV,ORANGE,2,ALL,1.6,PETROL,3,AT,Nullam molestie nibh in lectus.,1
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",Infiniti,I,DAILY,19359,1999,SUV,GOLD,2,BACK,2.4,DIESEL,5,CVT,Maecenas tincidunt lacus at velit.,2
Etiam vel augue.,Mitsubishi,Eclipse,DAILY,22406,1999,WAGON,SILVER,2,FRONT,3.8,PETROL,5,MT,Nam dui.,20
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",BMW,Z4 M,DAILY,15856,2007,SEDAN,ORANGE,4,BACK,2.7,ELECTRIC,3,AMT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",6
Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,Jeep,Commander,DAILY,13362,2009,CONVERTIBLE,WHITE,3,BACK,3.0,PETROL,6,AMT,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7
"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Toyota,TundraMax,DAILY,6060,2011,VAN,GREEN,3,FRONT,2.4,ELECTRIC,6,AT,Vivamus in felis eu sapien cursus vestibulum.,5
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Lincoln,Town Car,HOUR,5263,2009,SUV,SILVER,2,BACK,2.9,GAS,2,CVT,Vivamus vestibulum sagittis sapien.,18
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Lexus,IS-F,HOUR,23435,2012,WAGON,YELLOW,2,ALL,1.3,GAS,6,MT,Vivamus in felis eu sapien cursus vestibulum.,18
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Nissan,Maxima,DAILY,18373,2010,HATCHBACK,GREEN,3,BACK,2.1,PETROL,3,AT,Morbi non quam nec dui luctus rutrum.,11
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Land Rover,Range Rover,DAILY,7408,1995,COUPE,TAN,4,FRONT,3.4,DIESEL,6,AMT,Suspendisse potenti.,16
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Pontiac,Sunbird,DAILY,6318,1987,JEEP,BROWN,3,BACK,3.8,PETROL,2,CVT,Nam tristique tortor eu pede.,3
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Mercury,Cougar,DAILY,10828,1968,PICKUP,BROWN,4,FRONT,3.0,DIESEL,2,AMT,Sed accumsan felis.,19
"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Ford,E150,DAILY,23713,2006,SUV,PURPLE,2,FRONT,1.5,PETROL,2,AT,Cras in purus eu magna vulputate luctus.,6
Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,Infiniti,G,DAILY,14208,1996,SEDAN,TAN,4,BACK,3.2,ELECTRIC,4,AMT,Nullam molestie nibh in lectus.,5
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",Nissan,Versa,HOUR,14321,2009,COUPE,BROWN,2,FRONT,3.3,DIESEL,6,AT,Maecenas tincidunt lacus at velit.,17
"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Smart,Fortwo,HOUR,6492,2010,HATCHBACK,WHITE,3,ALL,3.1,ELECTRIC,3,AMT,Morbi vel lectus in quam fringilla rhoncus.,20
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Toyota,Prius,DAILY,5686,2004,WAGON,ORANGE,3,ALL,1.6,PETROL,2,AMT,Nullam sit amet turpis elementum ligula vehicula consequat.,14
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Nissan,Rogue,HOUR,7137,2012,CONVERTIBLE,BROWN,2,ALL,3.4,DIESEL,2,CVT,Quisque id justo sit amet sapien dignissim vestibulum.,8
Integer ac neque. Duis bibendum.,Ford,E150,DAILY,5364,2007,PICKUP,BLUE,4,FRONT,3.2,PETROL,3,AMT,Nullam varius.,3
"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Mitsubishi,Montero Sport,DAILY,22383,1997,PICKUP,BLACK,3,ALL,3.8,DIESEL,2,AMT,Proin risus.,9
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Saturn,Ion,DAILY,20415,2004,HATCHBACK,PURPLE,2,BACK,2.2,ELECTRIC,5,AT,Sed sagittis.,19
Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Ford,F-Series,HOUR,23199,2004,WAGON,ORANGE,4,ALL,1.1,PETROL,2,MT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",16
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",Chevrolet,Express 3500,DAILY,13521,2006,PICKUP,BROWN,3,FRONT,3.8,GAS,3,AMT,Nullam varius.,17
Curabitur convallis.,Dodge,Challenger,HOUR,12916,2008,JEEP,YELLOW,4,ALL,3.0,ELECTRIC,6,AMT,Cras pellentesque volutpat dui.,2
Vestibulum ac est lacinia nisi venenatis tristique.,Lincoln,LS,DAILY,5565,2004,CONVERTIBLE,BLACK,4,FRONT,2.8,ELECTRIC,5,CVT,Phasellus sit amet erat.,9
Vivamus vel nulla eget eros elementum pellentesque.,Cadillac,STS-V,DAILY,24065,2009,VAN,ORANGE,3,ALL,3.0,DIESEL,5,MT,Curabitur in libero ut massa volutpat convallis.,20
"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Chrysler,LHS,HOUR,13729,2000,WAGON,TAN,4,BACK,3.9,GAS,6,MT,Curabitur at ipsum ac tellus semper interdum.,5
"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Mazda,MX-5,DAILY,19530,1996,JEEP,BLUE,2,BACK,2.0,DIESEL,2,AMT,Duis bibendum.,15
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Lexus,LS,HOUR,14621,2003,WAGON,GOLD,2,ALL,2.3,ELECTRIC,4,AT,Nulla tempus.,2
"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Ford,F-Series,DAILY,13869,1987,HATCHBACK,BLACK,2,FRONT,1.5,GAS,6,AT,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3
"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Audi,4000s,DAILY,13785,1986,COUPE,TAN,3,BACK,1.9,DIESEL,4,MT,Curabitur in libero ut massa volutpat convallis.,14
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Ford,Escort,HOUR,8582,1995,SUV,BROWN,3,ALL,4.0,DIESEL,6,CVT,Proin eu mi.,8
Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Mazda,929,DAILY,19011,1988,PICKUP,WHITE,2,BACK,1.7,GAS,4,AT,Morbi quis tortor id nulla ultrices aliquet.,17
Etiam justo. Etiam pretium iaculis justo.,Mazda,B-Series Plus,DAILY,18842,2001,JEEP,BLUE,4,ALL,2.5,GAS,6,AT,In hac habitasse platea dictumst.,13
"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Chevrolet,Suburban 2500,HOUR,6292,2009,SEDAN,GREEN,4,BACK,1.1,GAS,2,AMT,Cras in purus eu magna vulputate luctus.,18
"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Dodge,Ram Van 3500,HOUR,20906,1996,WAGON,YELLOW,3,FRONT,2.7,DIESEL,6,AT,Vestibulum sed magna at nunc commodo placerat.,15
"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Kia,Sedona,DAILY,23805,2012,JEEP,TAN,2,ALL,1.5,PETROL,6,AMT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",18
Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Ford,Club Wagon,HOUR,20402,1993,VAN,BLUE,2,BACK,3.4,PETROL,2,AT,Nulla justo.,8
Duis at velit eu est congue elementum.,Chevrolet,Corvette,HOUR,5526,1992,WAGON,GRAY,2,ALL,1.1,DIESEL,4,AMT,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3
"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Volkswagen,Jetta III,DAILY,17733,1994,SUV,BROWN,3,FRONT,2.6,ELECTRIC,4,AMT,Duis aliquam convallis nunc.,3
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",Volkswagen,Passat,HOUR,18654,2007,JEEP,WHITE,3,FRONT,2.9,ELECTRIC,4,AT,Maecenas rhoncus aliquam lacus.,5
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Chevrolet,Blazer,DAILY,17790,2004,VAN,SILVER,4,BACK,2.4,DIESEL,2,MT,Donec quis orci eget orci vehicula condimentum.,5
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Dodge,Ram Van 2500,HOUR,23612,1996,HATCHBACK,BROWN,3,BACK,1.0,GAS,3,MT,Morbi vel lectus in quam fringilla rhoncus.,13
Vestibulum rutrum rutrum neque.,Ford,Focus,HOUR,23818,2009,HATCHBACK,YELLOW,2,ALL,2.7,ELECTRIC,4,CVT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,3
Vivamus vel nulla eget eros elementum pellentesque.,Mitsubishi,Montero,HOUR,17924,2004,CONVERTIBLE,BROWN,3,BACK,3.8,DIESEL,2,AMT,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",14
Maecenas tincidunt lacus at velit.,Mercury,Cougar,HOUR,14246,1984,COUPE,BLUE,4,FRONT,2.3,DIESEL,3,AMT,Donec ut dolor.,19
"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",GMC,Sonoma,DAILY,23621,1996,PICKUP,BLUE,2,ALL,1.4,DIESEL,2,AT,Sed accumsan felis.,1
Donec dapibus.,Volvo,C70,DAILY,6976,1999,CONVERTIBLE,WHITE,2,ALL,1.3,DIESEL,2,AMT,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",10
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",BMW,530,DAILY,19911,2003,CONVERTIBLE,GRAY,3,BACK,2.4,PETROL,6,CVT,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",13
"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Buick,Riviera,HOUR,9365,1988,SEDAN,SILVER,2,FRONT,1.3,PETROL,2,MT,Aenean fermentum.,7
Nulla ac enim.,Buick,Century,DAILY,7795,1991,WAGON,GREEN,4,ALL,1.1,DIESEL,6,AT,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",16
Donec semper sapien a libero. Nam dui.,Maserati,Spyder,HOUR,11177,1990,PICKUP,ORANGE,2,BACK,2.8,DIESEL,2,AT,Mauris ullamcorper purus sit amet nulla.,14
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Chevrolet,Corvette,HOUR,6690,2009,CONVERTIBLE,YELLOW,3,ALL,1.9,ELECTRIC,4,MT,Aenean lectus.,14
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Lamborghini,Countach,DAILY,17546,1987,JEEP,RED,4,ALL,1.4,GAS,5,MT,Etiam pretium iaculis justo.,11
"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Mercury,Mountaineer,HOUR,24486,1997,PICKUP,BLUE,2,FRONT,2.5,ELECTRIC,5,AMT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",13
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Kia,Amanti,DAILY,12666,2006,COUPE,TAN,2,ALL,1.4,GAS,2,AMT,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",11
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Subaru,Outback,HOUR,13295,2002,JEEP,GOLD,2,FRONT,3.0,PETROL,4,AMT,Fusce posuere felis sed lacus.,7
